"author","date","identifier","language","og_url","pdf_download_link","pdf_link","publisher","title","keywords","subjects"
"Xin Lan and Euan G. Nisbet and Edward J. Dlugokencky and Sylvia E. Michel","2021-11-15","10.1098/rsta.2020.0440","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2020.0440","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2020.0440?download=true","/doi/epdf/10.1098/rsta.2020.0440","The Royal Society","What do we know about the global methane budget Results from four decades of atmospheric CH4 observations and the way forward","methane,in situ observations,time series","methane,in situ observations,time series,atmospheric chemistry,biogeochemistry"
"Debra Wunch and Geoffrey C. Toon and Jean-François L. Blavier and Rebecca A. Washenfelder and Justus Notholt and Brian J. Connor and David W. T. Griffith and Vanessa Sherlock and Paul O. Wennberg","2011-5-28","10.1098/rsta.2010.0240","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2010.0240","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2010.0240?download=true","/doi/epdf/10.1098/rsta.2010.0240","The Royal Society Publishing","The Total Carbon Column Observing Network","greenhouse gases,carbon cycle,Fourier transform spectrometry","greenhouse gases,carbon cycle,Fourier transform spectrometry,atmospheric science"
"Euan G. Nisbet and Edward J. Dlugokencky and Rebecca E. Fisher and James L. France and David Lowry and Martin R. Manning and Sylvia E. Michel and Nicola J. Warwick","2021-11-15","10.1098/rsta.2020.0457","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2020.0457","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2020.0457?download=true","/doi/epdf/10.1098/rsta.2020.0457","The Royal Society","Atmospheric methane and nitrous oxide challenges alongthe path to Net Zero","atmospheric methane growth,nitrous oxide growth","atmospheric methane growth,nitrous oxide growth,atmospheric science,biogeochemistry"
"Haoyu Liu and Zhen Xu and Zhenyu Guo and Jingyu Feng and Haoran Li and Tong Qiu and Magdalena Titirici","2021-11-1","10.1098/rsta.2020.0340","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2020.0340","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2020.0340?download=true","/doi/epdf/10.1098/rsta.2020.0340","The Royal Society","A life cycle assessment of hard carbon anodes for sodium-ion batteries","life cycle analysis,hydrothermal carbonization,pyrolysis,sodium-ion batteries,hard carbon,sustainability","life cycle analysis,hydrothermal carbonization,pyrolysis,sodium-ion batteries,hard carbon,sustainability,biochemistry,chemical engineering,environmental chemistry,materials science"
"P. Toumsri and W. Auppahad and S. Saknaphawuth and B. Pongtawornsakun and S. Kaowphong and D. Dechtrirat and J. Panpranot and L. Chuenchom","2021-11-1","10.1098/rsta.2020.0349","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2020.0349","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2020.0349?download=true","/doi/epdf/10.1098/rsta.2020.0349","The Royal Society","Facile preparation protocol of magnetic mesoporous carbon acid catalysts via soft-template self-assembly method and their applications in conversion of xylose into furfural","furfural,xylose,acid catalyst,mesoporous carbon,magnetic,soft-template self-assembly","furfural,xylose,acid catalyst,mesoporous carbon,magnetic,soft-template self-assembly,green chemistry,materials science"
"M. Wouters and O. Aouane and M. Sega and J. Harting","2021-10-18","10.1098/rsta.2020.0399","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2020.0399","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2020.0399?download=true","/doi/epdf/10.1098/rsta.2020.0399","The Royal Society Publishing","Lattice Boltzmann simulations of drying suspensions of soft particles","thin films,capillary interactions,clusters,soft particles suspensions,lattice Boltzmann simulation","thin films,capillary interactions,clusters,soft particles suspensions,lattice Boltzmann simulation,computational physics,computer modelling and simulation,fluid mechanics"
"Shigeru Kondo and Masakatsu Watanabe and Seita Miyazawa","2021-12-27","10.1098/rsta.2020.0274","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2020.0274","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2020.0274?download=true","/doi/epdf/10.1098/rsta.2020.0274","The Royal Society","Studies of Turing pattern formation in zebrafish skin","zebrafish,Turing pattern,pigment cells,reaction–diffusion,KT model,evolution","zebrafish,Turing pattern,pigment cells,reaction–diffusion,KT model,evolution,biomechanics,biophysics,cellular biophysics"
"Andrew L. Krause and Eamonn A Gaffney and Philip K. Maini and Václav Klika","2021-12-27","10.1098/rsta.2020.0280","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2020.0280","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2020.0280?download=true","/doi/epdf/10.1098/rsta.2020.0280","The Royal Society","Introduction to ‘Recent progress and open frontiers in Turing’s theory of morphogenesis’","Turing instabilities,pattern formation,reaction-diffusion systems","Turing instabilities,pattern formation,reaction-diffusion systems,biomathematics,biophysics,chemical physics"
"Robert A. Van Gorder","2021-12-27","10.1098/rsta.2021.0001","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2021.0001","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2021.0001?download=true","/doi/epdf/10.1098/rsta.2021.0001","The Royal Society","Pattern formation from spatially heterogeneous reaction–diffusion systems","Turing patterns,Turing instability,reaction–diffusion systems,spatial heterogeneity","Turing patterns,Turing instability,reaction–diffusion systems,spatial heterogeneity,applied mathematics,differential equations,mathematical modelling,mathematical physics"
"C. Konow and M. Dolnik and I. R. Epstein","2021-12-27","10.1098/rsta.2020.0269","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2020.0269","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2020.0269?download=true","/doi/epdf/10.1098/rsta.2020.0269","The Royal Society","Insights from chemical systems into Turing-type morphogenesis","Turing patterns,morphogenesis,nonlinear chemical dynamics","Turing patterns,morphogenesis,nonlinear chemical dynamics,physical chemistry"
"Frits Veerman and Moritz Mercker and Anna Marciniak-Czochra","2021-12-27","10.1098/rsta.2020.0278","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2020.0278","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2020.0278?download=true","/doi/epdf/10.1098/rsta.2020.0278","The Royal Society","Beyond Turing far-from-equilibrium patterns and mechano-chemical feedback","pattern formation,evolution equations,reaction–diffusion,mechano-chemical models,far-from-equilibrium patterns","pattern formation,evolution equations,reaction–diffusion,mechano-chemical models,far-from-equilibrium patterns,applied mathematics,biomathematics,computational biology,differential equations"
"D. Gomez and S. Iyaniwura and F. Paquin-Lefebvre and M. J. Ward","2021-12-27","10.1098/rsta.2020.0276","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2020.0276","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2020.0276?download=true","/doi/epdf/10.1098/rsta.2020.0276","The Royal Society","Pattern forming systems coupling linear bulk diffusion to dynamically active membranes or cells","bulk-membrane coupled system,quorum and diffusion sensing,bifurcation,Green’s function,synchrony,spikes","bulk-membrane coupled system,quorum and diffusion sensing,bifurcation,Green’s function,synchrony,spikes,applied mathematics"
"Adrian Constantin","2007-3-13","rsta20072001","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2007.2001","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2007.2001?download=true","/doi/epdf/10.1098/rsta.2007.2001","The Royal SocietyLondon","Introduction some recent developments of nonlinear water wave theory","water waves,governing equations,model equations","water waves,governing equations,model equations"
"Robert M May","2007-2-1","rsta20061957","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2006.1957","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2006.1957?download=true","/doi/epdf/10.1098/rsta.2006.1957","The Royal SocietyLondon","Preface","",""
"B.J McKeon and K.R Sreenivasan","2007-1-16","rsta20061952","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2006.1952","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2006.1952?download=true","/doi/epdf/10.1098/rsta.2006.1952","The Royal SocietyLondon","Introduction scaling and structure in high Reynolds number wall-bounded flows","",""
"David A. King","2007-12-15","10.1098/rsta.2007.3001","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2007.3001","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2007.3001?download=true","/doi/epdf/10.1098/rsta.2007.3001","The Royal Society","Correction for King, Introduction energy for a sustainable future","",""
"Charles R Farrar and Keith Worden","2006-12-12","rsta20061926","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2006.1926","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2006.1926?download=true","/doi/epdf/10.1098/rsta.2006.1926","The Royal SocietyLondon","Preface","",""
"none","2007-12-15","10.1098/rsta.2007.3002","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2007.3002","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2007.3002?download=true","/doi/epdf/10.1098/rsta.2007.3002","The Royal Society","Correction for Structural health monitoring","",""
"Michael Pepper","2007-11-7","rsta20072161","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2007.2161","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2007.2161?download=true","/doi/epdf/10.1098/rsta.2007.2161","The Royal SocietyLondon","Editorial","",""
"T. D. Wilkinson and C. Henderson and D. Gil Leyva and R. Ghannam and W. A. Crossland","2006-12-15","10.1098/rsta.2006.2003","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2006.2003","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2006.2003?download=true","/doi/epdf/10.1098/rsta.2006.2003","The Royal Society","Correction for Wilkinson et al., Non-display applications and the next generation of liquid crystal over silicon technology","",""
"Francis C. Moon and Preston D. Stiefel","2006-12-15","10.1098/rsta.2006.2002","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2006.2002","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2006.2002?download=true","/doi/epdf/10.1098/rsta.2006.2002","The Royal Society","Correction for Moon and Stiefel, Coexisting chaotic and periodic dynamics in clock escapements","",""
"Robert J. Nicholls and Richard S. J. Toll","2006-12-15","10.1098/rsta.2006.2001","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2006.2001","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2006.2001?download=true","/doi/epdf/10.1098/rsta.2006.2001","The Royal Society","Correction for Nicholls and Tol, Impacts and responses to sea-level rise a global analysis of the SRES scenarios over the twenty-first century","",""
"Robin J Nicholas and Alison Mainwood and Laurence Eaves","2007-11-19","rsta20072160","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2007.2160","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2007.2160?download=true","/doi/epdf/10.1098/rsta.2007.2160","The Royal SocietyLondon","Introduction. Carbon-based electronics fundamentals and device applications","graphene,diamond,carbon nanotubes","graphene,diamond,carbon nanotubes"
"Marian Wiercigroch","2007-10-18","rsta20072121","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2007.2121","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2007.2121?download=true","/doi/epdf/10.1098/rsta.2007.2121","The Royal SocietyLondon","Introduction. Experimental nonlinear dynamics of solids","",""
"E.K Sklyanin","2007-6-22","rsta20072053","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2007.2053","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2007.2053?download=true","/doi/epdf/10.1098/rsta.2007.2053","The Royal SocietyLondon","Preface","",""
"Elbert E.N Macau and Celso Grebogi and Jürgen Kurths","2007-8-13","rsta20072120","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2007.2120","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2007.2120?download=true","/doi/epdf/10.1098/rsta.2007.2120","The Royal SocietyLondon","Preface","",""
"Elbert E.N Macau and Celso Grebogi and Jürgen Kurths","2007-8-2","rsta20072119","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2007.2119","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2007.2119?download=true","/doi/epdf/10.1098/rsta.2007.2119","The Royal SocietyLondon","Preface","",""
"Marian Wiercigroch","2007-11-5","rsta20072129","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2007.2129","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2007.2129?download=true","/doi/epdf/10.1098/rsta.2007.2129","The Royal SocietyLondon","Introduction. Experimental nonlinear dynamics of fluids","",""
"Bharat Bhushan","2007-12-20","rsta20072162","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2007.2162","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2007.2162?download=true","/doi/epdf/10.1098/rsta.2007.2162","The Royal SocietyLondon","Preface","",""
"John S Reid and Charles H.-T Wang and J. Michael T Thompson","2008-1-24","rsta20072196","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2007.2196","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2007.2196?download=true","/doi/epdf/10.1098/rsta.2007.2196","The Royal SocietyLondon","James Clerk Maxwell 150 years on","James Clerk Maxwell,history of science,Saturn's rings,colour science,electromagnetics,relativity","James Clerk Maxwell,history of science,Saturn's rings,colour science,electromagnetics,relativity"
"Keith Briggs and Frank Kelly and Mike Smith","2008-3-6","rsta20080029","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2008.0029","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2008.0029?download=true","/doi/epdf/10.1098/rsta.2008.0029","The Royal SocietyLondon","Preface","",""
"Peter B Key and Laurent Massoulié","2008-06-13","rsta20080021","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2008.0021","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2008.0021?download=true","/doi/epdf/10.1098/rsta.2008.0021","The Royal SocietyLondon","Control of communication networks welfare maximization and multipath transfers","welfare maximization,marginal congestion cost,transport control,overlays,multipath routing,congestion control","welfare maximization,marginal congestion cost,transport control,overlays,multipath routing,congestion control"
"Keith Briggs","2008-3-6","rsta20080011","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2008.0011","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2008.0011?download=true","/doi/epdf/10.1098/rsta.2008.0011","The Royal SocietyLondon","Discussion","",""
"Kelly H Zou and Aiyi Liu","2008-4-11","rsta20080046","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2008.0046","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2008.0046?download=true","/doi/epdf/10.1098/rsta.2008.0046","The Royal SocietyLondon","Preface","","bioinformatics,medical computing"
"Clarissa Valim and Maura Mezzetti and James Maguire and Margarita Urdaneta and David Wypij","2008-4-11","rsta20080044","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2008.0044","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2008.0044?download=true","/doi/epdf/10.1098/rsta.2008.0044","The Royal SocietyLondon","Estimation of vaccine efficacy in a repeated measures study under heterogeneity of exposure or susceptibility to infection","vaccine,efficacy,generalized linear models,longitudinal analyses,generalized estimating equation,heterogeneity","vaccine,efficacy,generalized linear models,longitudinal analyses,generalized estimating equation,heterogeneity,statistics"
"Simon K Warfield and Kelly H Zou and William M Wells","2008-4-11","rsta20080040","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2008.0040","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2008.0040?download=true","/doi/epdf/10.1098/rsta.2008.0040","The Royal SocietyLondon","Validation of image segmentation by estimating rater bias and variance","segmentation,validation,expectation-maximization,magnetic resonance imaging,MRI,tumour","segmentation,validation,expectation-maximization,magnetic resonance imaging,MRI,tumour,bioinformatics,medical computing"
